record_id,record_name,source_id,source_type,total_fields,total_bytes,has_redefines,has_occurs
REC-PORTMSTR_WS-PORT-EOF,PORT-EOF,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-PORT-NOT-FOUND,PORT-NOT-FOUND,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-PORT-DUP-KEY,PORT-DUP-KEY,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-VALID-STATUS,WS-VALID-STATUS,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-VALID-STATUS,VALID-STATUS,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-END-OF-FILE-SW,WS-END-OF-FILE-SW,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-END-OF-FILE,END-OF-FILE,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-NOT-END-OF-FILE,NOT-END-OF-FILE,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-WORK-AREAS,WS-WORK-AREAS,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-CURRENT-DATE,WS-CURRENT-DATE,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTMSTR_WS-WS-RETURN-CODE,WS-RETURN-CODE,PORTMSTR_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-CONSTANTS,WS-CONSTANTS,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-PROGRAM-NAME,WS-PROGRAM-NAME,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-SUCCESS,WS-SUCCESS,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-ERROR,WS-ERROR,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-SWITCHES,WS-SWITCHES,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-FILE-STATUS,WS-FILE-STATUS,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-SUCCESS-STATUS,WS-SUCCESS-STATUS,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-EOF-STATUS,WS-EOF-STATUS,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-REC-NOT-FND,WS-REC-NOT-FND,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-END-OF-FILE-SW,WS-END-OF-FILE-SW,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-END-OF-FILE,END-OF-FILE,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-NOT-END-OF-FILE,NOT-END-OF-FILE,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-WORK-AREAS,WS-WORK-AREAS,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-RECORD-COUNT,WS-RECORD-COUNT,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTREAD_WS-WS-RETURN-CODE,WS-RETURN-CODE,PORTREAD_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-VARIABLES,WS-VARIABLES,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-FILE-STATUS,WS-FILE-STATUS,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-RECORD-COUNT,WS-RECORD-COUNT,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-MAX-RECORDS,WS-MAX-RECORDS,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-CURRENT-DATE,WS-CURRENT-DATE,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-TEST-VALUES,WS-TEST-VALUES,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-CLIENT-TYPES,WS-CLIENT-TYPES,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-STATUS-TYPES,WS-STATUS-TYPES,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-NAME-PREFIX,WS-NAME-PREFIX,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-SUBSCRIPTS,WS-SUBSCRIPTS,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-TYPE-SUB,WS-TYPE-SUB,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTEST_WS-WS-STATUS-SUB,WS-STATUS-SUB,PORTTEST_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-FILE-STATUS,WS-FILE-STATUS,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-TRAN-STATUS,WS-TRAN-STATUS,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-PORT-STATUS,WS-PORT-STATUS,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-COUNTERS,WS-COUNTERS,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-READ-COUNT,WS-READ-COUNT,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-PROCESS-COUNT,WS-PROCESS-COUNT,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-ERROR-COUNT,WS-ERROR-COUNT,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-WS-EOF-FLAG,WS-EOF-FLAG,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-END-OF-FILE,END-OF-FILE,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTTRAN_WS-MORE-RECORDS,MORE-RECORDS,PORTTRAN_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-CONSTANTS,WS-CONSTANTS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-PROGRAM-NAME,WS-PROGRAM-NAME,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-SUCCESS,WS-SUCCESS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-ERROR,WS-ERROR,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-SWITCHES,WS-SWITCHES,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-FILE-STATUS,WS-FILE-STATUS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-SUCCESS-STATUS,WS-SUCCESS-STATUS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-EOF-STATUS,WS-EOF-STATUS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-REC-NOT-FND,WS-REC-NOT-FND,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-UPDT-STATUS,WS-UPDT-STATUS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-UPDT-SUCCESS,WS-UPDT-SUCCESS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-UPDT-EOF,WS-UPDT-EOF,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-END-OF-FILE-SW,WS-END-OF-FILE-SW,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-END-OF-FILE,END-OF-FILE,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-NOT-END-OF-FILE,NOT-END-OF-FILE,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-WORK-AREAS,WS-WORK-AREAS,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-UPDATE-COUNT,WS-UPDATE-COUNT,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-ERROR-COUNT,WS-ERROR-COUNT,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-RETURN-CODE,WS-RETURN-CODE,PORTUPDT_WS,program_ws,1,0,False,False
REC-PORTUPDT_WS-WS-NUMERIC-WORK,WS-NUMERIC-WORK,PORTUPDT_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-FILE-STATUS,WS-FILE-STATUS,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-CFG-STATUS,WS-CFG-STATUS,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PORT-STATUS,WS-PORT-STATUS,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TRAN-STATUS,WS-TRAN-STATUS,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-RAND-STATUS,WS-RAND-STATUS,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TEST-TYPES,WS-TEST-TYPES,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PORTFOLIO,WS-PORTFOLIO,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TRANSACTION,WS-TRANSACTION,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-ERROR-TEST,WS-ERROR-TEST,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-VOLUME-TEST,WS-VOLUME-TEST,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PROCESSING-FLAGS,WS-PROCESSING-FLAGS,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-END-OF-CONFIG,WS-END-OF-CONFIG,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-END-OF-CONFIG,END-OF-CONFIG,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-COUNTERS,WS-COUNTERS,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-RECORDS-WRITTEN,WS-RECORDS-WRITTEN,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-ERROR-COUNT,WS-ERROR-COUNT,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-RANDOM-VALUES,WS-RANDOM-VALUES,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-RANDOM-SEED,WS-RANDOM-SEED,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-RANDOM-NUM,WS-RANDOM-NUM,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-RANDOM-DECIMAL,WS-RANDOM-DECIMAL,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PORTFOLIO-DATA,WS-PORTFOLIO-DATA,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PORT-ID,WS-PORT-ID,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PORT-NAME,WS-PORT-NAME,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PORT-TYPE,WS-PORT-TYPE,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-PORT-BALANCE,WS-PORT-BALANCE,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TRANSACTION-DATA,WS-TRANSACTION-DATA,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TRAN-ID,WS-TRAN-ID,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TRAN-TYPE,WS-TRAN-TYPE,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TRAN-AMOUNT,WS-TRAN-AMOUNT,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTGEN00_WS-WS-TRAN-DATE,WS-TRAN-DATE,TSTGEN00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-FILE-STATUS,WS-FILE-STATUS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-STATUS,WS-TEST-STATUS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-EXP-STATUS,WS-EXP-STATUS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-ACT-STATUS,WS-ACT-STATUS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-RPT-STATUS,WS-RPT-STATUS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-TYPES,WS-TEST-TYPES,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-FUNCTIONAL,WS-FUNCTIONAL,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-INTEGRATION,WS-INTEGRATION,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-PERFORMANCE,WS-PERFORMANCE,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-ERROR,WS-ERROR,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-PROCESSING-FLAGS,WS-PROCESSING-FLAGS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-END-OF-TESTS,WS-END-OF-TESTS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-END-OF-TESTS,END-OF-TESTS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-PASSED,WS-TEST-PASSED,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-TEST-PASSED,TEST-PASSED,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-METRICS,WS-TEST-METRICS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TOTAL-TESTS,WS-TOTAL-TESTS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TESTS-PASSED,WS-TESTS-PASSED,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TESTS-FAILED,WS-TESTS-FAILED,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-START-TIME,WS-START-TIME,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-END-TIME,WS-END-TIME,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-ELAPSED-TIME,WS-ELAPSED-TIME,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-REPORT-HEADERS,WS-REPORT-HEADERS,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-HEADER1,WS-HEADER1,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-97,FILLER-97,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-HEADER2,WS-HEADER2,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-99,FILLER-99,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-100,FILLER-100,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-102,FILLER-102,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-DETAIL,WS-TEST-DETAIL,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-ID-OUT,WS-TEST-ID-OUT,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-106,FILLER-106,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-TYPE-OUT,WS-TEST-TYPE-OUT,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-108,FILLER-108,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-DESC-OUT,WS-TEST-DESC-OUT,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-110,FILLER-110,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TEST-STATUS-OUT,WS-TEST-STATUS-OUT,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-112,FILLER-112,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-SUMMARY-LINE,WS-SUMMARY-LINE,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-115,FILLER-115,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-TOTAL-OUT,WS-TOTAL-OUT,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-117,FILLER-117,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-PASSED-OUT,WS-PASSED-OUT,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-119,FILLER-119,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-FAILED-OUT,WS-FAILED-OUT,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-121,FILLER-121,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-WS-SUCCESS-RATE,WS-SUCCESS-RATE,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-123,FILLER-123,TSTVAL00_WS,program_ws,1,0,False,False
REC-TSTVAL00_WS-FILLER-124,FILLER-124,TSTVAL00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-FILE-STATUS,WS-FILE-STATUS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-CTL-STATUS,WS-CTL-STATUS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-ARCH-STATUS,WS-ARCH-STATUS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-REPORT-STATUS,WS-REPORT-STATUS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-PROCESSING-FLAGS,WS-PROCESSING-FLAGS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-END-OF-CTL,WS-END-OF-CTL,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-END-OF-CONTROL,END-OF-CONTROL,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-FUNCTION-FLAG,WS-FUNCTION-FLAG,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-VALID-FUNCTION,VALID-FUNCTION,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-FUNCTIONS,WS-FUNCTIONS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-ARCHIVE,WS-ARCHIVE,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-CLEANUP,WS-CLEANUP,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-REORG,WS-REORG,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-ANALYZE,WS-ANALYZE,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-COUNTERS,WS-COUNTERS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-RECORDS-READ,WS-RECORDS-READ,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-RECORDS-WRITTEN,WS-RECORDS-WRITTEN,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-ERROR-COUNT,WS-ERROR-COUNT,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-VSAM-CONTROL,WS-VSAM-CONTROL,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-VSAM-NAME,WS-VSAM-NAME,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-VSAM-FUNCTION,WS-VSAM-FUNCTION,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMNT00_WS-WS-VSAM-STATUS,WS-VSAM-STATUS,UTLMNT00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-FILE-STATUS,WS-FILE-STATUS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-CFG-STATUS,WS-CFG-STATUS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-LOG-STATUS,WS-LOG-STATUS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-ALERT-STATUS,WS-ALERT-STATUS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DB2-STATUS,WS-DB2-STATUS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-RESOURCE-TYPES,WS-RESOURCE-TYPES,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-CPU,WS-CPU,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-MEMORY,WS-MEMORY,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DASD,WS-DASD,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DB2,WS-DB2,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-THRESHOLD-TYPES,WS-THRESHOLD-TYPES,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-UTILIZATION,WS-UTILIZATION,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-RESPONSE,WS-RESPONSE,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-QUEUE,WS-QUEUE,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-ERROR,WS-ERROR,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-ALERT-LEVELS,WS-ALERT-LEVELS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-INFO,WS-INFO,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-WARNING,WS-WARNING,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-CRITICAL,WS-CRITICAL,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-PROCESSING-FLAGS,WS-PROCESSING-FLAGS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-END-OF-CONFIG,WS-END-OF-CONFIG,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-END-OF-CONFIG,END-OF-CONFIG,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-THRESHOLD-MET,WS-THRESHOLD-MET,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-THRESHOLD-MET,THRESHOLD-MET,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-CURRENT-METRICS,WS-CURRENT-METRICS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-CPU-UTIL,WS-CPU-UTIL,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-MEMORY-UTIL,WS-MEMORY-UTIL,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DASD-UTIL,WS-DASD-UTIL,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DB2-UTIL,WS-DB2-UTIL,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DB2-RESP,WS-DB2-RESP,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DB2-QUEUE,WS-DB2-QUEUE,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DB2-ERRORS,WS-DB2-ERRORS,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-TIMESTAMP,WS-TIMESTAMP,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DATE,WS-DATE,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-YEAR,WS-YEAR,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-MONTH,WS-MONTH,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-DAY,WS-DAY,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-TIME,WS-TIME,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-HOUR,WS-HOUR,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-MINUTE,WS-MINUTE,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-SECOND,WS-SECOND,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLMON00_WS-WS-HUNDREDTH,WS-HUNDREDTH,UTLMON00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-FILE-STATUS,WS-FILE-STATUS,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-VAL-STATUS,WS-VAL-STATUS,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-POS-STATUS,WS-POS-STATUS,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-TRAN-STATUS,WS-TRAN-STATUS,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-RPT-STATUS,WS-RPT-STATUS,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-VALIDATION-TYPES,WS-VALIDATION-TYPES,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-INTEGRITY,WS-INTEGRITY,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-XREF,WS-XREF,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-FORMAT,WS-FORMAT,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-BALANCE,WS-BALANCE,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-PROCESSING-FLAGS,WS-PROCESSING-FLAGS,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-END-OF-VAL,WS-END-OF-VAL,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-END-OF-VALIDATION,END-OF-VALIDATION,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-ERROR-FOUND,WS-ERROR-FOUND,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-ERROR-FOUND,ERROR-FOUND,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-VALIDATION-TOTALS,WS-VALIDATION-TOTALS,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-RECORDS-READ,WS-RECORDS-READ,UTLVAL00_WS,program_ws,1,0,False,False
REC-UTLVAL00_WS-WS-RECORDS-VALID,WS-RECORDS-VALID,UTLVAL00_WS,program_ws,1,0,False,False
